brand_id,brand_name,product_name,campaign_name,campaign_phase
2169,Coca-Cola,Sprite,ValentinesDeals,Post-Launch
2170,Pepsi,Pepsi Lime,ReferralBonus,Post-Launch
2171,Adidas,Samba,InnovationX,Pre-Launch
2172,Adidas,Ultraboost,HolidaySpecial,Launch
2173,Microsoft,Xbox Elite Controller,ReferralBonus,Launch
2174,Microsoft,Xbox Elite Controller,DigitalTransformation,Launch
2175,Adidas,Samba,InnovationX,Launch
2176,Pepsi,Pepsi Wild Cherry,FallCollection,Post-Launch
2177,Nike,Air Force 1,PowerRelease,Launch
2178,Pepsi,Diet Pepsi,SummerDreams,Launch
2179,Toyota,Tacoma,ReferralBonus,Launch
2180,Amazon,Fire TV,DigitalTransformation,Post-Launch
2181,Adidas,Samba,InnovationX,Post-Launch
2182,Nike,FlyKnit,InnovationX,Launch
2183,Toyota,Corolla,HolidaySpecial,Post-Launch
2184,Nike,Zoom Pegasus,DigitalTransformation,Launch
2185,Coca-Cola,Coke Zero,NewYearNewYou,Launch
2186,Google,Chromebook,LoyaltyRewards,Pre-Launch
2187,Google,Nest Thermostat,DigitalTransformation,Post-Launch
2188,Adidas,Samba,NextGeneration,Post-Launch
2189,Apple,Mac Mini,HolidaySpecial,Post-Launch
2190,Toyota,Corolla,FallCollection,Launch
2191,Google,Pixel Tablet,LoyaltyRewards,Pre-Launch
2192,Toyota,Camry,LocalTouchpoints,Post-Launch
2193,Apple,iPhone 15,NextGeneration,Post-Launch
2194,Apple,Mac Mini,CustomerFirst,Launch
2195,Amazon,Ring Camera,LocalTouchpoints,Post-Launch
2196,Samsung,Neo QLED TV,CyberMonday,Launch
2197,Google,Nest Thermostat,LaunchWave,Post-Launch
2198,Google,Pixel Tablet,SummerSale,Launch
2199,Toyota,Camry,BlackFriday,Post-Launch
2200,Nike,React,DigitalTransformation,Launch
2201,Coca-Cola,Coca-Cola Cherry,LoyaltyRewards,Launch
2202,Adidas,NMD,WinterWonders,Pre-Launch
2203,Coca-Cola,Coca-Cola Vanilla,CustomerFirst,Post-Launch
2204,Samsung,Galaxy Z Fold,NewYearNewYou,Pre-Launch
2205,Microsoft,Surface Laptop,SpringBlast2025,Pre-Launch
2206,Apple,iMac,HolidaySpecial,Launch
2207,Amazon,Eero WiFi,LocalTouchpoints,Pre-Launch
2208,Apple,iMac,CustomerFirst,Launch
2209,Google,Pixel Buds,BackToSchool,Pre-Launch
2210,Google,Pixel Watch,WinterWonders,Post-Launch
2211,Toyota,Highlander,EarthDay,Pre-Launch
2212,Toyota,Tacoma,SpringBlast2025,Pre-Launch
2213,Apple,AirPods Pro,BlackFriday,Post-Launch
2214,Adidas,NMD,LoyaltyRewards,Post-Launch
2215,Nike,Air Max,LaunchWave,Launch
2216,Coca-Cola,Sprite,SummerSale,Pre-Launch
2217,Microsoft,Xbox Series X,SummerDreams,Post-Launch
2218,Pepsi,Pepsi Zero Sugar,LoyaltyRewards,Post-Launch
2219,Adidas,Stan Smith,FallCollection,Pre-Launch
2220,Pepsi,Crystal Pepsi,SustainableFuture,Post-Launch
2221,Google,Nest Thermostat,SummerDreams,Pre-Launch
2222,Microsoft,Xbox Elite Controller,NewYearNewYou,Launch
2223,Coca-Cola,Diet Coke,FallCollection,Post-Launch
2224,Nike,Zoom Pegasus,SpringBlast2025,Pre-Launch
2225,Coca-Cola,Coca-Cola Cherry,DigitalTransformation,Pre-Launch
2226,Toyota,Prius,HolidaySpecial,Pre-Launch
2227,Adidas,Ultraboost,NewYearNewYou,Launch
2228,Samsung,Galaxy Tab,EarthDay,Post-Launch
2229,Toyota,Sienna,BlackFriday,Pre-Launch
2230,Pepsi,Pepsi Wild Cherry,FallCollection,Pre-Launch
2231,Amazon,Kindle,NextGeneration,Launch
2232,Google,Pixel Tablet,CustomerFirst,Launch
2233,Nike,Dri-FIT,LoyaltyRewards,Pre-Launch
2234,Pepsi,Diet Pepsi,HolidaySpecial,Post-Launch
2235,Google,Nest Hub,BlackFriday,Launch
2236,Nike,Air Jordan,GlobalCampaign,Pre-Launch
2237,Toyota,Tacoma,HolidaySpecial,Pre-Launch
2238,Apple,iPad Air,InnovationX,Pre-Launch
2239,Apple,Vision Pro,GlobalCampaign,Pre-Launch
2240,Microsoft,Surface Pro,NextGeneration,Pre-Launch
2241,Pepsi,Pepsi Lime,ReferralBonus,Pre-Launch
2242,Nike,Air Force 1,SummerSale,Post-Launch
2243,Google,Pixel Buds,DigitalTransformation,Launch
2244,Apple,AirPods Pro,BackToSchool,Post-Launch
2245,Toyota,Tundra,EarthDay,Post-Launch
2246,Samsung,Galaxy Z Fold,SustainableFuture,Launch
2247,Amazon,Fire TV,InnovationX,Pre-Launch
2248,Amazon,Kindle,LoyaltyRewards,Post-Launch
2249,Samsung,Galaxy Z Fold,DigitalTransformation,Pre-Launch
2250,Samsung,Galaxy S25,EarthDay,Launch
2251,Samsung,Galaxy S25,LoyaltyRewards,Launch
2252,Pepsi,Pepsi Max,LocalTouchpoints,Pre-Launch
2253,Toyota,Sienna,BackToSchool,Pre-Launch
2254,Microsoft,Surface Go,LaunchWave,Post-Launch
2255,Coca-Cola,Coke Zero,ReferralBonus,Launch
2256,Google,Pixel Tablet,EarthDay,Post-Launch
2257,Nike,Air Max,SpringBlast2025,Pre-Launch
2258,Pepsi,Pepsi Zero Sugar,HolidaySpecial,Post-Launch
2259,Toyota,Camry,NextGeneration,Post-Launch
2260,Adidas,Superstar,ValentinesDeals,Post-Launch
2261,Apple,Apple Watch,LoyaltyRewards,Post-Launch
2262,Toyota,Camry,CyberMonday,Post-Launch
2263,Pepsi,Pepsi Max,SummerDreams,Post-Launch
2264,Nike,Dri-FIT,ReferralBonus,Launch
2265,Microsoft,Surface Duo,LoyaltyRewards,Post-Launch
2266,Amazon,Fire Tablet,ReferralBonus,Launch
2267,Amazon,Eero WiFi,ReferralBonus,Launch
2268,Google,Pixel Tablet,SustainableFuture,Launch
2269,Amazon,Fire Tablet,SummerDreams,Launch
2270,Samsung,Galaxy Watch,SustainableFuture,Launch
2271,Samsung,Galaxy Watch,ReferralBonus,Launch
2272,Coca-Cola,Fanta,GlobalCampaign,Pre-Launch
2273,Coca-Cola,Diet Coke,GlobalCampaign,Post-Launch
2274,Adidas,Yeezy,SummerSale,Pre-Launch
2275,Nike,Epic React,FallCollection,Pre-Launch
2276,Google,Pixel Watch,PowerRelease,Pre-Launch
2277,Google,Pixel Watch,DigitalTransformation,Pre-Launch
2278,Nike,Epic React,ValentinesDeals,Launch
2279,Apple,Vision Pro,LoyaltyRewards,Launch
2280,Coca-Cola,Coca-Cola Vanilla,WinterWonders,Launch
2281,Adidas,Yeezy,SustainableFuture,Pre-Launch
2282,Coca-Cola,Coke Zero,PowerRelease,Post-Launch
2283,Amazon,Fire TV,ValentinesDeals,Post-Launch
2284,Apple,AirPods Pro,BackToSchool,Launch
2285,Toyota,Highlander,LocalTouchpoints,Post-Launch
2286,Google,Pixel Tablet,LoyaltyRewards,Post-Launch
2287,Samsung,Neo QLED TV,SummerDreams,Pre-Launch
2288,Toyota,Prius,SpringBlast2025,Post-Launch
2289,Toyota,Corolla,EarthDay,Launch
2290,Nike,Epic React,WinterWonders,Launch
2291,Toyota,Sienna,ValentinesDeals,Post-Launch
2292,Adidas,Predator,ReferralBonus,Launch
2293,Apple,Mac Mini,ReferralBonus,Launch
2294,Adidas,Gazelle,PowerRelease,Post-Launch
2295,Adidas,Yeezy,LaunchWave,Post-Launch
2296,Adidas,Yeezy,WinterWonders,Launch
2297,Samsung,Galaxy Buds,SummerDreams,Post-Launch
2298,Amazon,Halo Band,NewYearNewYou,Pre-Launch
2299,Amazon,Fire TV,NewYearNewYou,Pre-Launch
2300,Toyota,RAV4,LocalTouchpoints,Pre-Launch
2301,Toyota,RAV4,CustomerFirst,Launch
2302,Microsoft,Xbox Series X,LoyaltyRewards,Post-Launch
2303,Amazon,Echo Dot,ValentinesDeals,Launch
2304,Samsung,Galaxy Watch,InnovationX,Post-Launch
2305,Toyota,Corolla,CyberMonday,Post-Launch
2306,Toyota,Camry,NewYearNewYou,Pre-Launch
2307,Amazon,Kindle,ValentinesDeals,Pre-Launch
2308,Samsung,Galaxy Buds,NextGeneration,Launch
2309,Microsoft,Xbox Series X,BlackFriday,Pre-Launch
2310,Pepsi,Crystal Pepsi,LocalTouchpoints,Pre-Launch
2311,Microsoft,Surface Go,LocalTouchpoints,Launch
2312,Amazon,Ring Camera,LoyaltyRewards,Pre-Launch
2313,Pepsi,Diet Pepsi,SustainableFuture,Pre-Launch
2314,Microsoft,Surface Go,BackToSchool,Launch
2315,Samsung,Galaxy S25,SpringBlast2025,Post-Launch
2316,Apple,iPad Air,CyberMonday,Launch
2317,Samsung,Neo QLED TV,GlobalCampaign,Post-Launch
2318,Samsung,Galaxy Buds,LocalTouchpoints,Post-Launch
2319,Microsoft,Xbox Elite Controller,WinterWonders,Pre-Launch
2320,Amazon,Fire TV,BlackFriday,Post-Launch
2321,Amazon,Eero WiFi,SummerSale,Pre-Launch
2322,Pepsi,Pepsi Max,SummerSale,Pre-Launch
2323,Adidas,Superstar,NewYearNewYou,Launch
2324,Adidas,Gazelle,DigitalTransformation,Pre-Launch
2325,Toyota,RAV4,InnovationX,Launch
2326,Google,Pixel Watch,ValentinesDeals,Post-Launch
2327,Amazon,Kindle,SummerSale,Launch
2328,Google,Chromebook,SustainableFuture,Pre-Launch
2329,Amazon,Echo Dot,NewYearNewYou,Post-Launch
2330,Amazon,Ring Camera,SustainableFuture,Launch
2331,Microsoft,Xbox Series X,PowerRelease,Launch
2332,Apple,Mac Mini,NewYearNewYou,Post-Launch
2333,Samsung,Neo QLED TV,ReferralBonus,Pre-Launch
2334,Nike,Air Force 1,SpringBlast2025,Post-Launch
2335,Adidas,Ultraboost,InnovationX,Pre-Launch
2336,Nike,Air Force 1,LocalTouchpoints,Pre-Launch
2337,Apple,iPhone 15,WinterWonders,Pre-Launch
2338,Nike,FlyKnit,DigitalTransformation,Pre-Launch
2339,Coca-Cola,Coke Zero,ValentinesDeals,Launch
2340,Google,Pixel 8,LoyaltyRewards,Pre-Launch
2341,Coca-Cola,Diet Coke,BackToSchool,Post-Launch
2342,Coca-Cola,Coca-Cola Cherry,SummerDreams,Post-Launch
2343,Adidas,NMD,NewYearNewYou,Launch
2344,Microsoft,Surface Duo,SustainableFuture,Post-Launch
2345,Amazon,Fire Tablet,ValentinesDeals,Launch
2346,Adidas,NMD,SummerDreams,Post-Launch
2347,Nike,Epic React,NextGeneration,Launch
2348,Microsoft,Surface Duo,LoyaltyRewards,Pre-Launch
2349,Amazon,Kindle,WinterWonders,Launch
2350,Amazon,Fire TV,ValentinesDeals,Launch
2351,Nike,Air Max,FallCollection,Launch
2352,Coca-Cola,Diet Coke,SpringBlast2025,Launch
2353,Pepsi,Crystal Pepsi,SpringBlast2025,Post-Launch
2354,Adidas,NMD,FallCollection,Pre-Launch
2355,Microsoft,Surface Duo,WinterWonders,Post-Launch
2356,Pepsi,Pepsi Wild Cherry,CyberMonday,Launch
2357,Samsung,Galaxy Watch,LoyaltyRewards,Post-Launch
2358,Nike,Air Force 1,FallCollection,Launch
2359,Pepsi,Pepsi Wild Cherry,InnovationX,Launch
2360,Apple,iMac,FallCollection,Pre-Launch
2361,Pepsi,Pepsi Max,WinterWonders,Post-Launch
2362,Nike,FlyKnit,LaunchWave,Launch
2363,Toyota,Camry,PowerRelease,Launch
2364,Microsoft,Surface Pro,DigitalTransformation,Launch
2365,Adidas,Stan Smith,SpringBlast2025,Launch
2366,Coca-Cola,Coca-Cola Vanilla,PowerRelease,Launch
2367,Toyota,Tundra,PowerRelease,Launch
2368,Nike,Air Force 1,ValentinesDeals,Launch
2369,Microsoft,Surface Pro,HolidaySpecial,Post-Launch
2370,Google,Pixel 8,GlobalCampaign,Pre-Launch
2371,Adidas,Ultraboost,InnovationX,Launch
2372,Toyota,Tacoma,BackToSchool,Pre-Launch
2373,Coca-Cola,Coca-Cola Cherry,FallCollection,Pre-Launch
2374,Toyota,Sienna,SustainableFuture,Pre-Launch
2375,Google,Pixel Buds,DigitalTransformation,Pre-Launch
2376,Toyota,Prius,EarthDay,Pre-Launch
2377,Microsoft,Surface Go,ValentinesDeals,Pre-Launch
2378,Nike,FlyKnit,HolidaySpecial,Launch
2379,Apple,MacBook Pro,BackToSchool,Pre-Launch
2380,Nike,Air Max,FallCollection,Pre-Launch
2381,Nike,Air Jordan,DigitalTransformation,Post-Launch
2382,Toyota,Tundra,HolidaySpecial,Launch
2383,Google,Pixel 8,InnovationX,Pre-Launch
2384,Microsoft,Surface Laptop,EarthDay,Post-Launch
2385,Adidas,Yeezy,NewYearNewYou,Post-Launch
2386,Nike,Dri-FIT,GlobalCampaign,Launch
2387,Microsoft,Surface Pro,HolidaySpecial,Pre-Launch
2388,Apple,iMac,SpringBlast2025,Pre-Launch
2389,Apple,MacBook Pro,EarthDay,Pre-Launch
2390,Apple,MacBook Pro,ValentinesDeals,Launch
2391,Toyota,Tundra,DigitalTransformation,Launch
2392,Amazon,Echo Dot,SummerSale,Post-Launch
2393,Apple,iMac,InnovationX,Launch
2394,Samsung,Galaxy Z Fold,LocalTouchpoints,Launch
2395,Microsoft,Xbox Series X,InnovationX,Launch
2396,Nike,Dri-FIT,ValentinesDeals,Post-Launch
2397,Pepsi,Crystal Pepsi,HolidaySpecial,Launch
2398,Nike,FlyKnit,EarthDay,Post-Launch
2399,Amazon,Eero WiFi,LoyaltyRewards,Pre-Launch
2400,Microsoft,Xbox Elite Controller,SummerSale,Post-Launch
2401,Microsoft,Surface Pro,NewYearNewYou,Pre-Launch
2402,Amazon,Ring Camera,CyberMonday,Launch
2403,Google,Nest Thermostat,SummerSale,Launch
2404,Coca-Cola,Coca-Cola Vanilla,InnovationX,Post-Launch
2405,Amazon,Eero WiFi,SpringBlast2025,Pre-Launch
2406,Toyota,Camry,HolidaySpecial,Pre-Launch
2407,Coca-Cola,Coke Zero,SummerDreams,Post-Launch
2408,Coca-Cola,Diet Coke,BlackFriday,Post-Launch
2409,Apple,Vision Pro,SpringBlast2025,Launch
2410,Google,Pixel 8,LaunchWave,Post-Launch
2411,Nike,React,NextGeneration,Post-Launch
2412,Coca-Cola,Coca-Cola Cherry,DigitalTransformation,Launch
2413,Google,Pixel Watch,ValentinesDeals,Pre-Launch
2414,Amazon,Halo Band,LaunchWave,Pre-Launch
2415,Microsoft,Surface Duo,InnovationX,Post-Launch
2416,Nike,Air Max,NewYearNewYou,Post-Launch
2417,Adidas,Stan Smith,HolidaySpecial,Launch
2418,Adidas,Superstar,SummerDreams,Pre-Launch
2419,Coca-Cola,Coca-Cola Cherry,LocalTouchpoints,Pre-Launch
2420,Samsung,Galaxy S25,ReferralBonus,Launch
2421,Microsoft,Xbox Series X,EarthDay,Pre-Launch
2422,Google,Pixel 8,InnovationX,Post-Launch
2423,Apple,Apple Watch,InnovationX,Pre-Launch
2424,Amazon,Eero WiFi,SummerSale,Post-Launch
2425,Adidas,NMD,InnovationX,Post-Launch
2426,Toyota,Tacoma,SustainableFuture,Pre-Launch
2427,Coca-Cola,Sprite,NewYearNewYou,Post-Launch
2428,Toyota,Camry,SummerDreams,Post-Launch
2429,Coca-Cola,Coke Zero,SustainableFuture,Post-Launch
2430,Pepsi,Pepsi Zero Sugar,LoyaltyRewards,Launch
2431,Nike,React,PowerRelease,Post-Launch
2432,Adidas,Superstar,PowerRelease,Launch
2433,Coca-Cola,Fanta,FallCollection,Launch
2434,Toyota,Corolla,HolidaySpecial,Pre-Launch
2435,Pepsi,Pepsi Zero Sugar,LaunchWave,Launch
2436,Nike,Zoom Pegasus,WinterWonders,Pre-Launch
2437,Toyota,Prius,PowerRelease,Post-Launch
2438,Google,Pixel Watch,BlackFriday,Post-Launch
2439,Apple,AirPods Pro,FallCollection,Post-Launch
2440,Pepsi,Pepsi Zero Sugar,LocalTouchpoints,Pre-Launch
2441,Nike,FlyKnit,BackToSchool,Pre-Launch
2442,Nike,React,EarthDay,Pre-Launch
2443,Adidas,Samba,BackToSchool,Launch
2444,Nike,Air Force 1,CyberMonday,Pre-Launch
2445,Adidas,Yeezy,NewYearNewYou,Launch
2446,Samsung,Galaxy Buds,FallCollection,Post-Launch
2447,Apple,Mac Mini,SummerSale,Pre-Launch
2448,Nike,Epic React,GlobalCampaign,Launch
2449,Amazon,Eero WiFi,CyberMonday,Pre-Launch
2450,Samsung,Galaxy Buds,HolidaySpecial,Post-Launch
2451,Microsoft,Surface Go,CyberMonday,Pre-Launch
2452,Nike,Zoom Pegasus,SummerDreams,Launch
2453,Pepsi,Pepsi Wild Cherry,HolidaySpecial,Pre-Launch
2454,Apple,MacBook Pro,LoyaltyRewards,Pre-Launch
2455,Adidas,Stan Smith,GlobalCampaign,Launch
2456,Nike,Air Max,InnovationX,Launch
2457,Coca-Cola,Diet Coke,CustomerFirst,Launch
2458,Microsoft,Surface Go,SustainableFuture,Post-Launch
2459,Nike,Air Jordan,SummerSale,Launch
2460,Pepsi,Pepsi Lime,ValentinesDeals,Pre-Launch
2461,Pepsi,Pepsi Zero Sugar,DigitalTransformation,Pre-Launch
2462,Toyota,Tacoma,DigitalTransformation,Pre-Launch
2463,Microsoft,Surface Laptop,SustainableFuture,Pre-Launch
2464,Apple,iMac,SustainableFuture,Pre-Launch
2465,Adidas,Stan Smith,DigitalTransformation,Launch
2466,Microsoft,Xbox Series X,DigitalTransformation,Post-Launch
2467,Google,Pixel Watch,GlobalCampaign,Pre-Launch
2468,Google,Nest Hub,FallCollection,Launch
2469,Toyota,Tundra,SustainableFuture,Post-Launch
2470,Apple,iPad Air,SustainableFuture,Launch
2471,Pepsi,Pepsi Zero Sugar,LocalTouchpoints,Post-Launch
2472,Microsoft,Surface Duo,GlobalCampaign,Launch
2473,Adidas,Stan Smith,SpringBlast2025,Pre-Launch
2474,Amazon,Fire Tablet,SummerDreams,Pre-Launch
2475,Nike,Epic React,SummerDreams,Launch
2476,Microsoft,Xbox Series X,InnovationX,Post-Launch
2477,Toyota,Camry,ValentinesDeals,Pre-Launch
2478,Coca-Cola,Diet Coke,SummerDreams,Launch
2479,Google,Nest Hub,PowerRelease,Pre-Launch
2480,Amazon,Eero WiFi,BackToSchool,Post-Launch
2481,Samsung,Galaxy S25,SpringBlast2025,Launch
2482,Coca-Cola,Diet Coke,EarthDay,Launch
2483,Amazon,Fire TV,NextGeneration,Post-Launch
2484,Nike,Air Max,CustomerFirst,Pre-Launch
2485,Apple,Vision Pro,SpringBlast2025,Pre-Launch
2486,Adidas,Yeezy,ValentinesDeals,Post-Launch
2487,Nike,Air Max,LaunchWave,Pre-Launch
2488,Pepsi,Crystal Pepsi,ReferralBonus,Launch
2489,Toyota,Prius,BackToSchool,Post-Launch
2490,Google,Chromebook,ReferralBonus,Launch
2491,Amazon,Fire TV,SummerDreams,Post-Launch
2492,Samsung,Galaxy Buds,InnovationX,Post-Launch
2493,Coca-Cola,Coke Zero,SummerSale,Launch
2494,Adidas,Superstar,LoyaltyRewards,Post-Launch
2495,Amazon,Halo Band,ReferralBonus,Launch
2496,Apple,Mac Mini,InnovationX,Post-Launch
2497,Google,Pixel 8,BlackFriday,Post-Launch
2498,Amazon,Echo Dot,LaunchWave,Pre-Launch
2499,Amazon,Echo Dot,SpringBlast2025,Launch
2500,Toyota,Tundra,LaunchWave,Pre-Launch
2501,Pepsi,Pepsi Max,NewYearNewYou,Pre-Launch
2502,Microsoft,Surface Laptop,SustainableFuture,Post-Launch
2503,Amazon,Echo Dot,DigitalTransformation,Post-Launch
2504,Microsoft,Xbox Series X,HolidaySpecial,Pre-Launch
2505,Adidas,Gazelle,SummerSale,Post-Launch
2506,Pepsi,Pepsi Zero Sugar,FallCollection,Pre-Launch
2507,Adidas,Ultraboost,NewYearNewYou,Pre-Launch
2508,Nike,Zoom Pegasus,PowerRelease,Launch
2509,Google,Pixel Tablet,GlobalCampaign,Launch
2510,Apple,Mac Mini,LaunchWave,Pre-Launch
2511,Google,Pixel Buds,WinterWonders,Pre-Launch
2512,Google,Chromebook,ValentinesDeals,Pre-Launch
2513,Toyota,Highlander,BlackFriday,Launch
2514,Toyota,Prius,DigitalTransformation,Launch
2515,Toyota,Tundra,CyberMonday,Pre-Launch
2516,Samsung,Galaxy Watch,NewYearNewYou,Post-Launch
2517,Toyota,Tundra,SummerSale,Pre-Launch
2518,Samsung,Galaxy Watch,SummerSale,Post-Launch
2519,Google,Pixel Watch,BackToSchool,Launch
2520,Nike,Dri-FIT,SummerSale,Post-Launch
2521,Google,Pixel Buds,LoyaltyRewards,Pre-Launch
2522,Toyota,Prius,BackToSchool,Launch
2523,Coca-Cola,Sprite,NextGeneration,Launch
2524,Amazon,Fire Tablet,BackToSchool,Post-Launch
2525,Toyota,Sienna,SummerDreams,Post-Launch
2526,Nike,Air Jordan,ReferralBonus,Post-Launch
2527,Google,Pixel Buds,SustainableFuture,Post-Launch
2528,Toyota,Sienna,PowerRelease,Post-Launch
2529,Nike,Air Max,SpringBlast2025,Launch
2530,Samsung,Galaxy Tab,BlackFriday,Launch
2531,Google,Chromebook,SummerDreams,Launch
2532,Amazon,Fire Tablet,SustainableFuture,Launch
2533,Amazon,Fire TV,ReferralBonus,Post-Launch
2534,Toyota,Corolla,ReferralBonus,Post-Launch
2535,Coca-Cola,Fanta,LaunchWave,Post-Launch
2536,Coca-Cola,Diet Coke,NewYearNewYou,Launch
2537,Apple,iMac,NewYearNewYou,Post-Launch
2538,Adidas,Yeezy,GlobalCampaign,Pre-Launch
2539,Adidas,Ultraboost,ReferralBonus,Pre-Launch
2540,Toyota,Tacoma,PowerRelease,Launch
2541,Adidas,Samba,ValentinesDeals,Pre-Launch
2542,Google,Pixel Watch,SustainableFuture,Post-Launch
2543,Google,Nest Thermostat,BackToSchool,Pre-Launch
2544,Amazon,Echo Dot,GlobalCampaign,Launch
2545,Toyota,Highlander,SustainableFuture,Pre-Launch
2546,Apple,iPad Air,NextGeneration,Post-Launch
2547,Microsoft,Surface Pro,SustainableFuture,Post-Launch
2548,Nike,FlyKnit,BackToSchool,Launch
2549,Amazon,Fire Tablet,NewYearNewYou,Post-Launch
2550,Microsoft,Surface Duo,SustainableFuture,Launch
2551,Nike,Dri-FIT,LocalTouchpoints,Post-Launch
2552,Toyota,Highlander,SummerDreams,Post-Launch
2553,Samsung,Galaxy Tab,HolidaySpecial,Launch
2554,Toyota,Tundra,SpringBlast2025,Launch
2555,Apple,Apple Watch,FallCollection,Pre-Launch
2556,Toyota,Sienna,PowerRelease,Launch
2557,Coca-Cola,Coke Zero,ReferralBonus,Pre-Launch
2558,Nike,FlyKnit,FallCollection,Launch
2559,Coca-Cola,Fanta,ValentinesDeals,Post-Launch
2560,Amazon,Echo Dot,SustainableFuture,Pre-Launch
2561,Nike,Dri-FIT,LoyaltyRewards,Launch
2562,Google,Nest Thermostat,GlobalCampaign,Post-Launch
2563,Apple,Vision Pro,GlobalCampaign,Post-Launch
2564,Nike,React,LocalTouchpoints,Pre-Launch
2565,Microsoft,Surface Pro,ReferralBonus,Post-Launch
2566,Amazon,Ring Camera,BlackFriday,Launch
2567,Pepsi,Crystal Pepsi,ValentinesDeals,Post-Launch
2568,Adidas,Superstar,CustomerFirst,Post-Launch
2569,Adidas,Stan Smith,SummerSale,Pre-Launch
2570,Coca-Cola,Diet Coke,NextGeneration,Post-Launch
2571,Pepsi,Crystal Pepsi,DigitalTransformation,Post-Launch
2572,Toyota,Sienna,LocalTouchpoints,Pre-Launch
2573,Pepsi,Pepsi Max,CustomerFirst,Post-Launch
2574,Microsoft,Xbox Elite Controller,LaunchWave,Pre-Launch
2575,Amazon,Fire TV,SustainableFuture,Pre-Launch
2576,Adidas,Ultraboost,BlackFriday,Launch
2577,Google,Nest Hub,NewYearNewYou,Launch
2578,Microsoft,Surface Pro,LaunchWave,Post-Launch
2579,Toyota,RAV4,DigitalTransformation,Pre-Launch
2580,Nike,Epic React,WinterWonders,Post-Launch
2581,Pepsi,Pepsi Max,BackToSchool,Launch
2582,Nike,Air Max,NextGeneration,Launch
2583,Samsung,Galaxy Z Fold,LaunchWave,Pre-Launch
2584,Adidas,Samba,LocalTouchpoints,Pre-Launch
2585,Adidas,Stan Smith,SummerDreams,Launch
2586,Pepsi,Pepsi Zero Sugar,FallCollection,Launch
2587,Microsoft,Surface Go,NextGeneration,Launch
2588,Toyota,Highlander,CyberMonday,Pre-Launch
2589,Adidas,Yeezy,CustomerFirst,Post-Launch
2590,Toyota,Sienna,GlobalCampaign,Launch
2591,Adidas,Predator,EarthDay,Launch
2592,Microsoft,Xbox Series X,LocalTouchpoints,Launch
2593,Google,Pixel Tablet,CyberMonday,Pre-Launch
2594,Microsoft,Xbox Series X,EarthDay,Post-Launch
2595,Amazon,Eero WiFi,InnovationX,Post-Launch
2596,Microsoft,Xbox Elite Controller,WinterWonders,Launch
2597,Microsoft,Surface Duo,SpringBlast2025,Pre-Launch
2598,Adidas,Stan Smith,GlobalCampaign,Pre-Launch
2599,Amazon,Ring Camera,BackToSchool,Pre-Launch
2600,Pepsi,Pepsi Max,InnovationX,Post-Launch
2601,Google,Pixel Tablet,HolidaySpecial,Pre-Launch
2602,Microsoft,Surface Pro,CustomerFirst,Post-Launch
2603,Apple,iPad Air,HolidaySpecial,Post-Launch
2604,Amazon,Fire Tablet,DigitalTransformation,Launch
2605,Samsung,Neo QLED TV,SummerSale,Launch
2606,Amazon,Halo Band,HolidaySpecial,Post-Launch
2607,Toyota,Camry,BlackFriday,Launch
2608,Toyota,Highlander,GlobalCampaign,Post-Launch
2609,Coca-Cola,Diet Coke,SummerDreams,Post-Launch
2610,Coca-Cola,Sprite,BlackFriday,Launch
2611,Samsung,Galaxy Watch,HolidaySpecial,Pre-Launch
2612,Adidas,Predator,CustomerFirst,Launch
2613,Apple,MacBook Pro,DigitalTransformation,Launch
2614,Apple,Mac Mini,SpringBlast2025,Post-Launch
2615,Amazon,Echo Dot,SummerSale,Pre-Launch
2616,Google,Nest Hub,CyberMonday,Launch
2617,Nike,React,ReferralBonus,Post-Launch
2618,Microsoft,Surface Go,ReferralBonus,Launch
2619,Google,Pixel 8,ReferralBonus,Launch
2620,Microsoft,Surface Duo,BlackFriday,Pre-Launch
2621,Samsung,Galaxy Tab,GlobalCampaign,Launch
2622,Samsung,Neo QLED TV,LoyaltyRewards,Pre-Launch
2623,Amazon,Kindle,PowerRelease,Launch
2624,Microsoft,Surface Laptop,LaunchWave,Pre-Launch
2625,Google,Pixel Buds,PowerRelease,Launch
2626,Adidas,Superstar,GlobalCampaign,Post-Launch
2627,Pepsi,Diet Pepsi,ReferralBonus,Launch
2628,Amazon,Halo Band,CustomerFirst,Launch
2629,Google,Chromebook,NewYearNewYou,Launch
2630,Google,Pixel 8,LaunchWave,Pre-Launch
2631,Samsung,Neo QLED TV,BlackFriday,Post-Launch
2632,Microsoft,Surface Pro,SummerDreams,Pre-Launch
2633,Pepsi,Diet Pepsi,EarthDay,Pre-Launch
2634,Samsung,Neo QLED TV,GlobalCampaign,Launch
2635,Samsung,Galaxy S25,SummerDreams,Post-Launch
2636,Amazon,Kindle,SummerDreams,Pre-Launch
2637,Toyota,Camry,GlobalCampaign,Post-Launch
2638,Microsoft,Surface Laptop,ReferralBonus,Pre-Launch
2639,Adidas,Predator,ValentinesDeals,Pre-Launch
2640,Pepsi,Crystal Pepsi,InnovationX,Post-Launch
2641,Adidas,Stan Smith,InnovationX,Launch
2642,Coca-Cola,Diet Coke,DigitalTransformation,Launch
2643,Apple,iPad Air,HolidaySpecial,Pre-Launch
2644,Apple,MacBook Pro,FallCollection,Launch
2645,Coca-Cola,Fanta,DigitalTransformation,Pre-Launch
